entity:soil3_sample_id	metagenome_size_in_gbp	random_number	singlem_table	sra_accession
SRR13222499	3	909	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/788fc172-194b-4edc-ad97-c0f254288a3f/SingleM_SRA/0e830dcf-8dfd-4f84-95d2-cbfe6caa488d/call-singlem/SRR13222499.singlem.json.gz	SRR13222499
SRR13222559	2	89	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/788fc172-194b-4edc-ad97-c0f254288a3f/SingleM_SRA/ed7074cb-f44f-432b-bced-e6d92c52d46c/call-singlem/SRR13222559.singlem.json.gz	SRR13222559
SRR13222744	3	544	undefined	SRR13222744
SRR13222745	3	499	undefined	SRR13222745
SRR13223793	2	244	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/788fc172-194b-4edc-ad97-c0f254288a3f/SingleM_SRA/3d9f1b4c-ec87-45db-82d2-4e0779194ccf/call-singlem/SRR13223793.singlem.json.gz	SRR13223793
SRR13223885	4	897	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/788fc172-194b-4edc-ad97-c0f254288a3f/SingleM_SRA/a7a83503-9c96-43a7-81e7-1df139e96624/call-singlem/SRR13223885.singlem.json.gz	SRR13223885
SRR13223888	3	519	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/788fc172-194b-4edc-ad97-c0f254288a3f/SingleM_SRA/613e6a6c-261e-4a16-a779-7ed2968596d5/call-singlem/SRR13223888.singlem.json.gz	SRR13223888
SRR13224116	3	743	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/788fc172-194b-4edc-ad97-c0f254288a3f/SingleM_SRA/d0ccac17-1462-4f3b-b6e0-1321032c469f/call-singlem/SRR13224116.singlem.json.gz	SRR13224116
SRR13224182	3	343	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/788fc172-194b-4edc-ad97-c0f254288a3f/SingleM_SRA/9ef583d5-735b-456d-aae5-76784624b8dc/call-singlem/SRR13224182.singlem.json.gz	SRR13224182
SRR13224655	3	733	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/788fc172-194b-4edc-ad97-c0f254288a3f/SingleM_SRA/a2ae77ef-00a2-4923-ac5b-a7a9befae543/call-singlem/SRR13224655.singlem.json.gz	SRR13224655
SRR13224656	4	203	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/788fc172-194b-4edc-ad97-c0f254288a3f/SingleM_SRA/316d9b03-70f5-40d6-b73a-278b0f0b3631/call-singlem/SRR13224656.singlem.json.gz	SRR13224656
SRR13224660	3	504	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/788fc172-194b-4edc-ad97-c0f254288a3f/SingleM_SRA/5b30db8f-025e-4631-a554-7c82674ded03/call-singlem/SRR13224660.singlem.json.gz	SRR13224660
SRR13225486	3	969	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/788fc172-194b-4edc-ad97-c0f254288a3f/SingleM_SRA/454e1bc2-cbba-4c00-a410-135c8575ae7d/call-singlem/SRR13225486.singlem.json.gz	SRR13225486
SRR13227006	3	587	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/788fc172-194b-4edc-ad97-c0f254288a3f/SingleM_SRA/7a546d10-a170-4a14-be5e-3857ea0c6a50/call-singlem/SRR13227006.singlem.json.gz	SRR13227006
SRR13228661	2	190	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/788fc172-194b-4edc-ad97-c0f254288a3f/SingleM_SRA/f303f4d7-ed02-4688-a14c-634c6d0b974c/call-singlem/SRR13228661.singlem.json.gz	SRR13228661
SRR13232379	3	94	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/788fc172-194b-4edc-ad97-c0f254288a3f/SingleM_SRA/2586056f-8a72-40ae-844e-dc1dd07ae19e/call-singlem/SRR13232379.singlem.json.gz	SRR13232379
SRR13234409	2	151	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/788fc172-194b-4edc-ad97-c0f254288a3f/SingleM_SRA/3e4f8964-3a13-4de8-8de6-2a832ca7d70e/call-singlem/SRR13234409.singlem.json.gz	SRR13234409
SRR13234433	2	495	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/788fc172-194b-4edc-ad97-c0f254288a3f/SingleM_SRA/9eb9041e-598e-428d-8f1f-197ffddc5c64/call-singlem/SRR13234433.singlem.json.gz	SRR13234433
SRR13236619	3	688	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/788fc172-194b-4edc-ad97-c0f254288a3f/SingleM_SRA/622ff6eb-5e88-4482-b1aa-7ba64c066f71/call-singlem/SRR13236619.singlem.json.gz	SRR13236619
SRR13236642	3	921	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/788fc172-194b-4edc-ad97-c0f254288a3f/SingleM_SRA/a5963a0b-19c5-4b75-b45b-a9ac081d0afe/call-singlem/SRR13236642.singlem.json.gz	SRR13236642
SRR13236721	3	878	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/788fc172-194b-4edc-ad97-c0f254288a3f/SingleM_SRA/a3ccf8eb-b0d5-4ec5-b24e-4a45390b68f5/call-singlem/SRR13236721.singlem.json.gz	SRR13236721
SRR13236727	3	456	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/788fc172-194b-4edc-ad97-c0f254288a3f/SingleM_SRA/9f4db844-f1ed-468e-8b3c-220950df4743/call-singlem/SRR13236727.singlem.json.gz	SRR13236727
SRR13236728	3	900	undefined	SRR13236728
SRR13236791	3	914	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/788fc172-194b-4edc-ad97-c0f254288a3f/SingleM_SRA/6e303510-206c-4d12-a9cb-8d31ddc75170/call-singlem/SRR13236791.singlem.json.gz	SRR13236791
SRR13236792	2	882	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/788fc172-194b-4edc-ad97-c0f254288a3f/SingleM_SRA/755f4ba2-1671-4bcf-a6c7-4a8a7abe9152/call-singlem/SRR13236792.singlem.json.gz	SRR13236792
SRR13237535	3	24	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/788fc172-194b-4edc-ad97-c0f254288a3f/SingleM_SRA/cb9f3b41-b149-493a-99c0-f06d28c7e031/call-singlem/SRR13237535.singlem.json.gz	SRR13237535
SRR13237536	3	571	undefined	SRR13237536
SRR13237957	3	423	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/788fc172-194b-4edc-ad97-c0f254288a3f/SingleM_SRA/00b7b9ea-fcce-491c-9f0b-816f32c9738a/call-singlem/SRR13237957.singlem.json.gz	SRR13237957
SRR13237958	2	616	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/788fc172-194b-4edc-ad97-c0f254288a3f/SingleM_SRA/92089829-752c-4f23-9cb4-ee810602d313/call-singlem/SRR13237958.singlem.json.gz	SRR13237958
SRR13243734	3	25	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/788fc172-194b-4edc-ad97-c0f254288a3f/SingleM_SRA/f2004b5e-65e6-42e3-970d-7dc8243da984/call-singlem/attempt-2/SRR13243734.singlem.json.gz	SRR13243734
SRR13245402	2	623	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/788fc172-194b-4edc-ad97-c0f254288a3f/SingleM_SRA/3f1b85bb-bb85-4314-aa99-94398595a20e/call-singlem/SRR13245402.singlem.json.gz	SRR13245402
SRR13245541	3	518	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/788fc172-194b-4edc-ad97-c0f254288a3f/SingleM_SRA/0d835db9-a552-460d-a057-d2afafe4a952/call-singlem/SRR13245541.singlem.json.gz	SRR13245541
SRR13293318	2	696	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/788fc172-194b-4edc-ad97-c0f254288a3f/SingleM_SRA/39868ed4-bf8b-4bc1-b3f2-923da2f004bd/call-singlem/SRR13293318.singlem.json.gz	SRR13293318
SRR13296322	4	508	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/788fc172-194b-4edc-ad97-c0f254288a3f/SingleM_SRA/e5beb4a3-4a45-48a1-b026-3a7d666604a7/call-singlem/SRR13296322.singlem.json.gz	SRR13296322
SRR13296324	4	891	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/788fc172-194b-4edc-ad97-c0f254288a3f/SingleM_SRA/f27f5dbb-ee71-492c-9272-95c83404bde2/call-singlem/SRR13296324.singlem.json.gz	SRR13296324
SRR13296330	4	605	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/788fc172-194b-4edc-ad97-c0f254288a3f/SingleM_SRA/59a848a1-7e9d-4236-b0d8-a20ecedb5b0d/call-singlem/SRR13296330.singlem.json.gz	SRR13296330
SRR13296332	4	386	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/788fc172-194b-4edc-ad97-c0f254288a3f/SingleM_SRA/f180f3b5-4eed-4e59-b661-299c460dd929/call-singlem/SRR13296332.singlem.json.gz	SRR13296332
SRR13296337	3	354	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/788fc172-194b-4edc-ad97-c0f254288a3f/SingleM_SRA/dd6e910d-9940-4438-bb01-cc96ea77d97d/call-singlem/SRR13296337.singlem.json.gz	SRR13296337
SRR13296339	4	491	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/788fc172-194b-4edc-ad97-c0f254288a3f/SingleM_SRA/6b210f8b-f190-4fca-8739-183e360cd5ca/call-singlem/SRR13296339.singlem.json.gz	SRR13296339
SRR13296347	4	111	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/788fc172-194b-4edc-ad97-c0f254288a3f/SingleM_SRA/03433ec5-972a-4b1d-bedd-7120464c4093/call-singlem/SRR13296347.singlem.json.gz	SRR13296347
SRR13296348	4	173	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/788fc172-194b-4edc-ad97-c0f254288a3f/SingleM_SRA/443d6244-e15c-4d2e-ad73-9c72d4d880d8/call-singlem/SRR13296348.singlem.json.gz	SRR13296348
SRR13615827	2	884	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/788fc172-194b-4edc-ad97-c0f254288a3f/SingleM_SRA/9a25a176-8043-4987-8a04-936aa0d94cdc/call-singlem/SRR13615827.singlem.json.gz	SRR13615827
SRR13647666	3	457	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/788fc172-194b-4edc-ad97-c0f254288a3f/SingleM_SRA/6ca8ad6d-41ae-4c15-966a-77a616cbd87c/call-singlem/SRR13647666.singlem.json.gz	SRR13647666
SRR13647667	2	595	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/788fc172-194b-4edc-ad97-c0f254288a3f/SingleM_SRA/2a5e45b2-fcb2-468c-ac4b-899f5d6f6f24/call-singlem/SRR13647667.singlem.json.gz	SRR13647667
SRR13647668	2	746	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/788fc172-194b-4edc-ad97-c0f254288a3f/SingleM_SRA/46f3a5ae-ce99-415d-8d98-e686688857e3/call-singlem/SRR13647668.singlem.json.gz	SRR13647668
SRR1569466	3	227	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/788fc172-194b-4edc-ad97-c0f254288a3f/SingleM_SRA/c297e73b-6329-487e-be8d-3c81e2781972/call-singlem/SRR1569466.singlem.json.gz	SRR1569466
SRR1569470	3	272	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/788fc172-194b-4edc-ad97-c0f254288a3f/SingleM_SRA/cf250783-c8b4-4a8f-88b6-c7cedc90d33b/call-singlem/SRR1569470.singlem.json.gz	SRR1569470
SRR1569898	4	318	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/788fc172-194b-4edc-ad97-c0f254288a3f/SingleM_SRA/f0f7dc1b-a990-458c-8cdb-1a7779e11d3f/call-singlem/SRR1569898.singlem.json.gz	SRR1569898
SRR1793929	4	790	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/788fc172-194b-4edc-ad97-c0f254288a3f/SingleM_SRA/b0294a5e-01cf-4296-b2de-9b4f9d9bce50/call-singlem/SRR1793929.singlem.json.gz	SRR1793929
SRR1793931	4	846	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/788fc172-194b-4edc-ad97-c0f254288a3f/SingleM_SRA/a4c820a2-0a89-4d04-9173-801786d162c7/call-singlem/SRR1793931.singlem.json.gz	SRR1793931
SRR2134065	1	640	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/788fc172-194b-4edc-ad97-c0f254288a3f/SingleM_SRA/02072bf0-2d1c-4a95-984a-a825fe67339d/call-singlem/SRR2134065.singlem.json.gz	SRR2134065
SRR2134066	1	123	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/788fc172-194b-4edc-ad97-c0f254288a3f/SingleM_SRA/dd024f65-a605-42cb-9295-9ae2da6aa267/call-singlem/SRR2134066.singlem.json.gz	SRR2134066
SRR2134069	1	346	undefined	SRR2134069
SRR2134070	1	226	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/788fc172-194b-4edc-ad97-c0f254288a3f/SingleM_SRA/ebbb49a0-8468-45fb-b5ea-c8af2f87461f/call-singlem/SRR2134070.singlem.json.gz	SRR2134070
SRR2134077	1	619	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/788fc172-194b-4edc-ad97-c0f254288a3f/SingleM_SRA/fa058109-b3f2-49ca-898e-286260b18505/call-singlem/SRR2134077.singlem.json.gz	SRR2134077
SRR2134078	1	501	undefined	SRR2134078
SRR2134087	1	671	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/788fc172-194b-4edc-ad97-c0f254288a3f/SingleM_SRA/04004ccd-4cdc-4018-869e-829c0a4c2142/call-singlem/SRR2134087.singlem.json.gz	SRR2134087
SRR2134091	1	989	undefined	SRR2134091
SRR2134092	1	800	undefined	SRR2134092
SRR2134101	1	676	undefined	SRR2134101
SRR2134102	1	478	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/788fc172-194b-4edc-ad97-c0f254288a3f/SingleM_SRA/b598f91f-8f2b-424a-80e7-16a9f8e46c5b/call-singlem/SRR2134102.singlem.json.gz	SRR2134102
SRR2134103	1	503	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/788fc172-194b-4edc-ad97-c0f254288a3f/SingleM_SRA/a173788a-bbfe-414d-90c0-9019147419f8/call-singlem/SRR2134103.singlem.json.gz	SRR2134103
SRR2187415	1	713	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/788fc172-194b-4edc-ad97-c0f254288a3f/SingleM_SRA/942b7c0e-d271-4cfc-9810-8edd5c38623a/call-singlem/SRR2187415.singlem.json.gz	SRR2187415
SRR2187417	1	215	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/788fc172-194b-4edc-ad97-c0f254288a3f/SingleM_SRA/3dd0e779-7f3e-434b-9816-d7fd5e74390d/call-singlem/SRR2187417.singlem.json.gz	SRR2187417
SRR2187424	1	367	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/788fc172-194b-4edc-ad97-c0f254288a3f/SingleM_SRA/5b278a7b-c988-4f89-b300-b240dc72d143/call-singlem/SRR2187424.singlem.json.gz	SRR2187424
SRR2187426	1	487	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/788fc172-194b-4edc-ad97-c0f254288a3f/SingleM_SRA/abb91c78-21f3-4af2-a70e-30582efe6012/call-singlem/SRR2187426.singlem.json.gz	SRR2187426
SRR2187428	1	841	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/788fc172-194b-4edc-ad97-c0f254288a3f/SingleM_SRA/6c31d3aa-b4e2-4194-839b-078ad4ebffda/call-singlem/SRR2187428.singlem.json.gz	SRR2187428
SRR2187445	1	444	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/788fc172-194b-4edc-ad97-c0f254288a3f/SingleM_SRA/9ee48385-e10d-43c3-86d3-a48ef7627126/call-singlem/SRR2187445.singlem.json.gz	SRR2187445
SRR2187557	1	669	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/788fc172-194b-4edc-ad97-c0f254288a3f/SingleM_SRA/67da600c-57ba-4e38-8309-aecc2bf1684e/call-singlem/SRR2187557.singlem.json.gz	SRR2187557
SRR2187560	1	730	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/788fc172-194b-4edc-ad97-c0f254288a3f/SingleM_SRA/7b0428ec-35b1-4ae9-8660-ed1b1e487d03/call-singlem/SRR2187560.singlem.json.gz	SRR2187560
SRR2187562	1	938	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/788fc172-194b-4edc-ad97-c0f254288a3f/SingleM_SRA/1ff43f3c-7ae0-4427-af7a-cd7c1463e43e/call-singlem/SRR2187562.singlem.json.gz	SRR2187562
SRR2187565	1	30	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/788fc172-194b-4edc-ad97-c0f254288a3f/SingleM_SRA/f4ecc4f8-a878-4516-81af-e527c6aaab62/call-singlem/SRR2187565.singlem.json.gz	SRR2187565
SRR2187579	1	862	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/788fc172-194b-4edc-ad97-c0f254288a3f/SingleM_SRA/9c0137c0-2538-4fb5-b56d-bde33c2cbcf4/call-singlem/SRR2187579.singlem.json.gz	SRR2187579
SRR2187583	1	701	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/788fc172-194b-4edc-ad97-c0f254288a3f/SingleM_SRA/3f391d86-a6bd-4ea6-8efb-b321d26e331b/call-singlem/SRR2187583.singlem.json.gz	SRR2187583
SRR2187587	1	939	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/788fc172-194b-4edc-ad97-c0f254288a3f/SingleM_SRA/55e57030-172d-4432-90cf-e382d5566c65/call-singlem/SRR2187587.singlem.json.gz	SRR2187587
SRR2188204	1	319	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/788fc172-194b-4edc-ad97-c0f254288a3f/SingleM_SRA/03951f60-3eac-4e78-86df-063c635b98ed/call-singlem/SRR2188204.singlem.json.gz	SRR2188204
SRR2188416	1	735	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/788fc172-194b-4edc-ad97-c0f254288a3f/SingleM_SRA/91e4e3a3-65a8-4ffe-bf46-e59d68b9a3ee/call-singlem/SRR2188416.singlem.json.gz	SRR2188416
SRR2188449	1	115	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/788fc172-194b-4edc-ad97-c0f254288a3f/SingleM_SRA/b65ea232-9c97-4db0-be01-a20e9662651f/call-singlem/SRR2188449.singlem.json.gz	SRR2188449
SRR2188463	1	591	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/788fc172-194b-4edc-ad97-c0f254288a3f/SingleM_SRA/cbae4146-1230-42d6-b4a2-10badbc7922b/call-singlem/SRR2188463.singlem.json.gz	SRR2188463
SRR2188466	1	299	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/788fc172-194b-4edc-ad97-c0f254288a3f/SingleM_SRA/b8a18ef4-8171-4233-9bf0-f3b55fbc2273/call-singlem/SRR2188466.singlem.json.gz	SRR2188466
SRR2188475	1	883	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/788fc172-194b-4edc-ad97-c0f254288a3f/SingleM_SRA/ad28bea3-3afd-4a75-8a33-29422b74198d/call-singlem/SRR2188475.singlem.json.gz	SRR2188475
SRR2188486	1	598	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/788fc172-194b-4edc-ad97-c0f254288a3f/SingleM_SRA/49d523c9-1a03-4068-8e50-a73e8bfccd25/call-singlem/SRR2188486.singlem.json.gz	SRR2188486
SRR2188511	1	107	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/788fc172-194b-4edc-ad97-c0f254288a3f/SingleM_SRA/4d853171-6a15-4b9a-a4b9-aa5276f6273f/call-singlem/SRR2188511.singlem.json.gz	SRR2188511
SRR2188776	1	633	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/788fc172-194b-4edc-ad97-c0f254288a3f/SingleM_SRA/3b9325a3-5781-41a5-8ac0-2bdf4dc5c9d0/call-singlem/attempt-2/SRR2188776.singlem.json.gz	SRR2188776
SRR2188782	1	44	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/788fc172-194b-4edc-ad97-c0f254288a3f/SingleM_SRA/d0b01b99-9f28-4f71-912f-14983e6aae88/call-singlem/SRR2188782.singlem.json.gz	SRR2188782
SRR2188999	1	505	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/788fc172-194b-4edc-ad97-c0f254288a3f/SingleM_SRA/2ae44666-5eb8-46d6-b4d2-58b64bc0c628/call-singlem/SRR2188999.singlem.json.gz	SRR2188999
SRR2189012	1	931	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/788fc172-194b-4edc-ad97-c0f254288a3f/SingleM_SRA/b6c0ed5a-a300-411f-bd3b-67979c9ce828/call-singlem/SRR2189012.singlem.json.gz	SRR2189012
SRR2189020	1	674	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/788fc172-194b-4edc-ad97-c0f254288a3f/SingleM_SRA/395ac60e-6e7f-40ac-b889-66a7379c4162/call-singlem/SRR2189020.singlem.json.gz	SRR2189020
SRR2189672	1	773	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/788fc172-194b-4edc-ad97-c0f254288a3f/SingleM_SRA/233e3f74-94e5-4a0c-a910-0643c4b78003/call-singlem/SRR2189672.singlem.json.gz	SRR2189672
SRR2189684	1	150	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/788fc172-194b-4edc-ad97-c0f254288a3f/SingleM_SRA/8bfe5b8e-9364-4561-abe5-7be2d7eb01c3/call-singlem/SRR2189684.singlem.json.gz	SRR2189684
SRR2189876	1	872	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/788fc172-194b-4edc-ad97-c0f254288a3f/SingleM_SRA/c6ddf823-93fd-41c5-a123-e08da8de00ae/call-singlem/SRR2189876.singlem.json.gz	SRR2189876
SRR2189878	1	351	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/788fc172-194b-4edc-ad97-c0f254288a3f/SingleM_SRA/1a15da1b-6ff0-481b-b7ab-c88a0b8a1b9f/call-singlem/SRR2189878.singlem.json.gz	SRR2189878
SRR2189880	1	61	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/788fc172-194b-4edc-ad97-c0f254288a3f/SingleM_SRA/dc96561b-404a-4c78-9814-4b195bbaf730/call-singlem/SRR2189880.singlem.json.gz	SRR2189880
SRR2189921	1	48	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/788fc172-194b-4edc-ad97-c0f254288a3f/SingleM_SRA/ed232f6d-7252-4f00-b9d3-5b4f4fb2a757/call-singlem/SRR2189921.singlem.json.gz	SRR2189921
SRR2189923	1	715	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/788fc172-194b-4edc-ad97-c0f254288a3f/SingleM_SRA/3c85265d-2bc5-45b2-bc6c-91bd208aaf3c/call-singlem/SRR2189923.singlem.json.gz	SRR2189923
SRR2189949	1	291	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/788fc172-194b-4edc-ad97-c0f254288a3f/SingleM_SRA/52005162-a97d-4f7c-8109-f4ae0f09a1cd/call-singlem/SRR2189949.singlem.json.gz	SRR2189949
SRR2191097	1	323	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/788fc172-194b-4edc-ad97-c0f254288a3f/SingleM_SRA/87d2ed06-9522-45b4-bfca-a3a6f2599924/call-singlem/SRR2191097.singlem.json.gz	SRR2191097
SRR2191105	1	933	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/788fc172-194b-4edc-ad97-c0f254288a3f/SingleM_SRA/b16ef2dc-6a05-4cec-99df-8984646275a4/call-singlem/SRR2191105.singlem.json.gz	SRR2191105
SRR2191138	1	588	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/788fc172-194b-4edc-ad97-c0f254288a3f/SingleM_SRA/038b83ed-ad4e-4e22-9d82-89d921a78dcc/call-singlem/SRR2191138.singlem.json.gz	SRR2191138
SRR2191170	1	766	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/788fc172-194b-4edc-ad97-c0f254288a3f/SingleM_SRA/309cda47-c70f-4f94-9cd8-939356c73638/call-singlem/attempt-2/SRR2191170.singlem.json.gz	SRR2191170
SRR2191440	1	705	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/788fc172-194b-4edc-ad97-c0f254288a3f/SingleM_SRA/6d26b3b3-03b3-4b57-9306-625dce69eb0f/call-singlem/SRR2191440.singlem.json.gz	SRR2191440
SRR2191442	1	593	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/788fc172-194b-4edc-ad97-c0f254288a3f/SingleM_SRA/532aa9cd-45bf-4f3e-8eaa-1a37d0da0d53/call-singlem/SRR2191442.singlem.json.gz	SRR2191442
SRR2191443	1	340	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/788fc172-194b-4edc-ad97-c0f254288a3f/SingleM_SRA/59c75c0a-9f14-4a84-b9ec-ed2156413253/call-singlem/SRR2191443.singlem.json.gz	SRR2191443
SRR2191458	1	695	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/788fc172-194b-4edc-ad97-c0f254288a3f/SingleM_SRA/27c6cbc7-1357-4bcf-bff6-851d1e623665/call-singlem/SRR2191458.singlem.json.gz	SRR2191458
SRR2191461	1	286	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/788fc172-194b-4edc-ad97-c0f254288a3f/SingleM_SRA/0d327aec-ce34-4ae8-a455-1e1a9984d96e/call-singlem/SRR2191461.singlem.json.gz	SRR2191461
SRR2191478	1	405	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/788fc172-194b-4edc-ad97-c0f254288a3f/SingleM_SRA/262e53b4-588e-49f0-b3eb-4665e1099445/call-singlem/SRR2191478.singlem.json.gz	SRR2191478
SRR2191493	1	942	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/788fc172-194b-4edc-ad97-c0f254288a3f/SingleM_SRA/5c5f0f11-7ed6-4446-b8bc-b98b03543f90/call-singlem/SRR2191493.singlem.json.gz	SRR2191493
SRR2192787	1	3	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/788fc172-194b-4edc-ad97-c0f254288a3f/SingleM_SRA/6ddf636e-444c-4531-9be3-3ce0f9480a04/call-singlem/SRR2192787.singlem.json.gz	SRR2192787
SRR2192789	2	81	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/788fc172-194b-4edc-ad97-c0f254288a3f/SingleM_SRA/d6963f7d-b307-4986-92be-53f792481059/call-singlem/SRR2192789.singlem.json.gz	SRR2192789
SRR2192805	1	890	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/788fc172-194b-4edc-ad97-c0f254288a3f/SingleM_SRA/e87d453f-11a8-4a1e-90cc-45df30d330da/call-singlem/SRR2192805.singlem.json.gz	SRR2192805
SRR2193346	1	52	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/788fc172-194b-4edc-ad97-c0f254288a3f/SingleM_SRA/6579b97a-dfc3-4053-833d-bc8a67ed2546/call-singlem/SRR2193346.singlem.json.gz	SRR2193346
SRR2193355	1	470	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/788fc172-194b-4edc-ad97-c0f254288a3f/SingleM_SRA/7938bd05-4551-446c-8ff5-764dff659bad/call-singlem/SRR2193355.singlem.json.gz	SRR2193355
SRR2193356	1	169	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/788fc172-194b-4edc-ad97-c0f254288a3f/SingleM_SRA/44572ce3-61fd-41e8-8bb1-c5f057eb84ce/call-singlem/SRR2193356.singlem.json.gz	SRR2193356
