entity:soil4_sample_id	metagenome_size_in_gbp	singlem_table	sra_accession
SRR3591651	2	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/718922b3-62d7-4c4c-97cd-2d9b1caf9680/call-singlem/SRR3591651.singlem.json.gz	SRR3591651
SRR3591800	6	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/db2e1c7a-c13e-4f7c-abbc-a7ae58aaf7ed/call-singlem/SRR3591800.singlem.json.gz	SRR3591800
SRR3592089	7	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/34bcc0dd-b679-4ca8-a0c3-24f0b28672d8/call-singlem/SRR3592089.singlem.json.gz	SRR3592089
SRR3592090	6	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/ebdefc49-c773-457c-b954-bfed0ff943ce/call-singlem/SRR3592090.singlem.json.gz	SRR3592090
SRR3601979	6	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/0c2fe0bf-e1d5-495e-a2a0-14acd577c7c6/call-singlem/SRR3601979.singlem.json.gz	SRR3601979
SRR3601981	7	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/c40852b7-53f1-465b-b6a6-ec1bf297a6c9/call-singlem/SRR3601981.singlem.json.gz	SRR3601981
SRR3601982	7	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/a56189f7-ace6-4965-826e-561b6dc78324/call-singlem/SRR3601982.singlem.json.gz	SRR3601982
SRR3601987	7	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/3c1d1a23-6856-4d8e-8d4a-b8e68b195106/call-singlem/SRR3601987.singlem.json.gz	SRR3601987
SRR3601989	6	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/18232ae7-0d66-428c-afb2-37b9401fb418/call-singlem/SRR3601989.singlem.json.gz	SRR3601989
SRR3723048	46	undefined	SRR3723048
SRR3954445	52	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/cab4b65c-7407-489e-a793-e92f57131058/call-singlem/attempt-2/SRR3954445.singlem.json.gz	SRR3954445
SRR3954446	53	undefined	SRR3954446
SRR3954447	53	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/b6905007-bf3f-49d2-bd54-6db8cba9d4f1/call-singlem/attempt-2/SRR3954447.singlem.json.gz	SRR3954447
SRR3954448	52	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/a231a035-058d-445c-9af6-b501530cc644/call-singlem/SRR3954448.singlem.json.gz	SRR3954448
SRR3954449	35	undefined	SRR3954449
SRR3954450	53	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/6d20e4a4-9ef2-4159-8ca7-ccfaa4a06776/call-singlem/attempt-3/SRR3954450.singlem.json.gz	SRR3954450
SRR3954451	53	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/7f604d6f-a70a-46e4-8c59-1bd8514b33f7/call-singlem/SRR3954451.singlem.json.gz	SRR3954451
SRR3954452	53	undefined	SRR3954452
SRR3954453	52	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/3a9172b1-7910-496a-ba09-fd15283e5e53/call-singlem/attempt-2/SRR3954453.singlem.json.gz	SRR3954453
SRR3954454	53	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/3621177f-6805-4b52-9478-649fc45c98d7/call-singlem/attempt-2/SRR3954454.singlem.json.gz	SRR3954454
SRR3954455	53	undefined	SRR3954455
SRR3954462	41	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/96162951-f167-4246-84cd-5e9fdc9d97aa/call-singlem/SRR3954462.singlem.json.gz	SRR3954462
SRR3954463	38	undefined	SRR3954463
SRR3954464	37	undefined	SRR3954464
SRR3954465	37	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/e2f0ac42-60a7-4d33-9f51-2d656f80b831/call-singlem/SRR3954465.singlem.json.gz	SRR3954465
SRR3954466	37	undefined	SRR3954466
SRR3954467	36	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/c9c5ace0-dd54-4719-9d01-8dcf8baa42c7/call-singlem/attempt-2/SRR3954467.singlem.json.gz	SRR3954467
SRR3954468	54	undefined	SRR3954468
SRR3954469	55	undefined	SRR3954469
SRR3954470	53	undefined	SRR3954470
SRR3954471	54	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/1fab33f5-0e4b-46a0-bc91-25236c5c6504/call-singlem/SRR3954471.singlem.json.gz	SRR3954471
SRR3954473	52	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/9dd791ae-8d76-4fd7-8615-532406e243e3/call-singlem/attempt-2/SRR3954473.singlem.json.gz	SRR3954473
SRR3969907	47	undefined	SRR3969907
SRR3970034	50	undefined	SRR3970034
SRR3970040	17	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/6bb870da-f8a4-4211-a838-74d5aa2f2f90/call-singlem/SRR3970040.singlem.json.gz	SRR3970040
SRR3970282	18	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/9446caf0-ab7b-41af-ae15-15cc7e4d70a8/call-singlem/SRR3970282.singlem.json.gz	SRR3970282
SRR3971189	44	undefined	SRR3971189
SRR3972132	49	undefined	SRR3972132
SRR3972141	47	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/72f1da7a-1cd2-4536-8fc3-ab4bbe2818db/call-singlem/attempt-3/SRR3972141.singlem.json.gz	SRR3972141
SRR3972149	46	undefined	SRR3972149
SRR3972293	9	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/fd8e357a-6bb5-42b1-867d-04c0efbb9993/call-singlem/SRR3972293.singlem.json.gz	SRR3972293
SRR3973802	9	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/f3e2d421-608c-460a-905d-2ca71fab333f/call-singlem/SRR3973802.singlem.json.gz	SRR3973802
SRR3977090	9	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/9c9b3ea9-1587-4fec-ae01-2be8164eefc0/call-singlem/SRR3977090.singlem.json.gz	SRR3977090
SRR3977097	9	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/ba8c37c9-d990-4aba-8018-195ced7a1f41/call-singlem/SRR3977097.singlem.json.gz	SRR3977097
SRR3977098	8	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/ddc40a10-a70e-450b-9c94-af4642f01088/call-singlem/attempt-2/SRR3977098.singlem.json.gz	SRR3977098
SRR3977124	9	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/8035ce74-f822-4ad3-bb7f-9c63602b3f02/call-singlem/SRR3977124.singlem.json.gz	SRR3977124
SRR3977125	8	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/c0114c68-a693-4458-b9af-6c23ff187307/call-singlem/SRR3977125.singlem.json.gz	SRR3977125
SRR3977135	17	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/5e5c4d91-127a-4fbc-b38d-ae3f97fd2fcc/call-singlem/attempt-3/SRR3977135.singlem.json.gz	SRR3977135
SRR3977136	9	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/6f79394c-f84d-42f6-a6fd-f8613e202528/call-singlem/SRR3977136.singlem.json.gz	SRR3977136
SRR3977438	9	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/a7296fd9-def0-45fb-ae42-b26f723ebd91/call-singlem/SRR3977438.singlem.json.gz	SRR3977438
SRR3977439	9	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/659bdb45-0278-4525-bb7a-c8fc65c3b86c/call-singlem/SRR3977439.singlem.json.gz	SRR3977439
SRR3978320	10	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/5bb6c6ea-9dca-4995-bd15-86ce275b77e4/call-singlem/SRR3978320.singlem.json.gz	SRR3978320
SRR3978321	9	undefined	SRR3978321
SRR3978361	12	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/1afdea3c-d32b-4d79-accf-d9a48f7a572e/call-singlem/SRR3978361.singlem.json.gz	SRR3978361
SRR3978390	9	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/5209ea71-ebc8-4531-ad2d-f9f1aa30eb3f/call-singlem/SRR3978390.singlem.json.gz	SRR3978390
SRR3979410	11	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/aae5ef86-43d3-46a4-948a-4a770ff91018/call-singlem/attempt-2/SRR3979410.singlem.json.gz	SRR3979410
SRR3979411	12	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/1714d1df-4183-41d2-aa17-ecc92a2403ae/call-singlem/attempt-2/SRR3979411.singlem.json.gz	SRR3979411
SRR3979412	8	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/6bd04ecd-7fc6-4ae1-bb5f-3b7e5a0d9cc8/call-singlem/SRR3979412.singlem.json.gz	SRR3979412
SRR3979413	10	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/cc5a3498-b2d4-4ac4-a277-28684897e906/call-singlem/attempt-3/SRR3979413.singlem.json.gz	SRR3979413
SRR3979414	9	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/ddfecaf0-ba13-47e7-bd61-bde9f6dc3265/call-singlem/attempt-3/SRR3979414.singlem.json.gz	SRR3979414
SRR3979453	9	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/72f34544-aa03-42a2-ae4e-d991e29989b0/call-singlem/SRR3979453.singlem.json.gz	SRR3979453
SRR3979490	11	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/b8236753-d857-4744-8274-283f5cb9e601/call-singlem/SRR3979490.singlem.json.gz	SRR3979490
SRR3979491	11	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/c3a4d966-dca7-4d04-8359-4f0850e5ff98/call-singlem/SRR3979491.singlem.json.gz	SRR3979491
SRR3979977	10	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/9db8ed9d-43dc-4da1-9c6b-df0f8a029213/call-singlem/SRR3979977.singlem.json.gz	SRR3979977
SRR3979978	10	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/7e7703e9-a673-453c-9ac4-e1a47105edd9/call-singlem/attempt-2/SRR3979978.singlem.json.gz	SRR3979978
SRR3981082	11	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/d0bc5896-2046-4e84-86af-ed55c8b5045f/call-singlem/SRR3981082.singlem.json.gz	SRR3981082
SRR3981189	11	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/2d349adc-1ad6-4f5a-b7a7-66d01763b20a/call-singlem/SRR3981189.singlem.json.gz	SRR3981189
SRR3981190	11	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/75985a18-f69d-4cdf-b71e-e66701fb13d3/call-singlem/SRR3981190.singlem.json.gz	SRR3981190
SRR3982067	10	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/5e1543fd-0e92-4fde-a4db-19d6ea38551c/call-singlem/attempt-2/SRR3982067.singlem.json.gz	SRR3982067
SRR3982068	10	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/c361a7e2-3e35-484f-bc40-eab7d54b031b/call-singlem/SRR3982068.singlem.json.gz	SRR3982068
SRR3982069	3	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/a4e5d6af-b7af-4f3a-8fef-e6fbc0f8e067/call-singlem/SRR3982069.singlem.json.gz	SRR3982069
SRR3982070	2	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/7882da00-b115-49b6-b86e-8690dbb1c955/call-singlem/SRR3982070.singlem.json.gz	SRR3982070
SRR3982072	4	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/442a6b68-a356-4a71-8f0d-1c8d75757805/call-singlem/SRR3982072.singlem.json.gz	SRR3982072
SRR3982074	13	undefined	SRR3982074
SRR3982075	12	undefined	SRR3982075
SRR3982750	20	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/419e79fb-ce31-483f-b4b3-6f4e4cdeb8ba/call-singlem/SRR3982750.singlem.json.gz	SRR3982750
SRR3982751	26	undefined	SRR3982751
SRR3984897	1	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/eb103f48-ca6d-4198-96e8-d0a24db07fa2/call-singlem/attempt-2/SRR3984897.singlem.json.gz	SRR3984897
SRR3984910	2	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/b799f9db-151f-4d0e-a11e-090b5466bb1c/call-singlem/SRR3984910.singlem.json.gz	SRR3984910
SRR3984911	1	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/66b7802c-dd4e-4d33-9edc-47decbb493ca/call-singlem/SRR3984911.singlem.json.gz	SRR3984911
SRR3984917	1	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/519aa52b-70cb-4da2-b270-ca906c97fa28/call-singlem/SRR3984917.singlem.json.gz	SRR3984917
SRR3984918	1	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/076bb3f4-b41f-47d2-bf07-700ce92864f6/call-singlem/SRR3984918.singlem.json.gz	SRR3984918
SRR3984920	1	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/4cfc0dba-b788-4222-9202-5dc7834752ef/call-singlem/SRR3984920.singlem.json.gz	SRR3984920
SRR3984921	1	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/79010802-3892-4797-bf37-30217ff825ef/call-singlem/SRR3984921.singlem.json.gz	SRR3984921
SRR3984922	1	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/2da13888-72bf-4aa8-b9a4-4111059a376e/call-singlem/SRR3984922.singlem.json.gz	SRR3984922
SRR3984923	1	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/0f452b0f-f046-468f-9719-114f3f5b51ef/call-singlem/SRR3984923.singlem.json.gz	SRR3984923
SRR3984925	1	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/ccde907f-4cd8-4ea4-a027-85c60288b761/call-singlem/SRR3984925.singlem.json.gz	SRR3984925
SRR3984929	1	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/7c245e37-571b-40d5-acec-c1fbf47df04e/call-singlem/SRR3984929.singlem.json.gz	SRR3984929
SRR3984932	1	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/1264cf8a-dea4-4f16-a1fe-8f22bb69611a/call-singlem/SRR3984932.singlem.json.gz	SRR3984932
SRR3984936	1	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/11441b60-8186-447b-8737-4b34b3beeda4/call-singlem/SRR3984936.singlem.json.gz	SRR3984936
SRR3984937	1	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/e6d66fd8-ff9e-4d0e-8dae-f51d7bf761fa/call-singlem/SRR3984937.singlem.json.gz	SRR3984937
SRR3984938	1	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/64f0e5d3-7025-4215-908d-31f428415e2a/call-singlem/SRR3984938.singlem.json.gz	SRR3984938
SRR3984939	1	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/788a57b3-9291-4077-ae3a-d69d58b4d9c1/call-singlem/SRR3984939.singlem.json.gz	SRR3984939
SRR3984942	1	undefined	SRR3984942
SRR3984943	1	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/1573113b-f863-46ea-8027-aa08238de8dd/call-singlem/SRR3984943.singlem.json.gz	SRR3984943
SRR3984946	1	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/9390ebfe-8147-4f80-832f-6b27ad21694d/call-singlem/SRR3984946.singlem.json.gz	SRR3984946
SRR3984949	2	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/1aa8897f-4be1-42b1-a14d-c6d84e1f6a24/call-singlem/SRR3984949.singlem.json.gz	SRR3984949
SRR3984952	2	undefined	SRR3984952
SRR3984956	1	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/a71a6f82-d0b8-4a53-89e8-2be4c02edf98/call-singlem/SRR3984956.singlem.json.gz	SRR3984956
SRR3986811	14	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/30b9aac5-d1d7-4918-a727-2d47cff5dd8a/call-singlem/SRR3986811.singlem.json.gz	SRR3986811
SRR3988232	9	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/e14f8150-100b-494b-bf05-864a098aeae8/call-singlem/SRR3988232.singlem.json.gz	SRR3988232
SRR3988233	8	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/d8f69870-17c8-4b6e-baee-d46cf9cb3cdf/call-singlem/SRR3988233.singlem.json.gz	SRR3988233
SRR3988234	8	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/0a1834f3-8173-4719-a21c-0c2b1d487c44/call-singlem/SRR3988234.singlem.json.gz	SRR3988234
SRR3988235	8	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/33221a48-3189-4563-a54f-88df4b4162a2/call-singlem/SRR3988235.singlem.json.gz	SRR3988235
SRR3988236	13	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/0d5dc00f-4a71-4f0d-ac10-1fa26b391141/call-singlem/SRR3988236.singlem.json.gz	SRR3988236
SRR3988237	10	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/d0b5c674-d041-46cf-9a35-84034342bc9b/call-singlem/SRR3988237.singlem.json.gz	SRR3988237
SRR3988238	27	undefined	SRR3988238
SRR3988239	9	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/afc26cfd-965d-4a5f-8d01-77e3b6069871/call-singlem/SRR3988239.singlem.json.gz	SRR3988239
SRR3988262	13	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/38bbfd12-09c0-455e-85a8-0a7800eddf2c/call-singlem/attempt-2/SRR3988262.singlem.json.gz	SRR3988262
SRR3988263	11	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/84abad0e-787e-4a16-92d0-4df1fddeb769/call-singlem/SRR3988263.singlem.json.gz	SRR3988263
SRR3988264	45	undefined	SRR3988264
SRR3988265	9	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/16b312d0-3022-44d2-9a90-d3b7e13be417/call-singlem/SRR3988265.singlem.json.gz	SRR3988265
SRR4014828	6	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/1791f1ce-0cf5-43f6-b296-2681f1201385/call-singlem/SRR4014828.singlem.json.gz	SRR4014828
SRR4022355	5	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/9b1941b4-de84-4b72-add6-41c54185ef0e/call-singlem/SRR4022355.singlem.json.gz	SRR4022355
SRR4022356	5	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/b9ef421b-1eac-4ff1-ba8e-557ec3627949/call-singlem/SRR4022356.singlem.json.gz	SRR4022356
SRR4023058	13	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/da439d06-8c08-472c-b4c6-b25509f2790c/call-singlem/SRR4023058.singlem.json.gz	SRR4023058
SRR4026198	10	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/e444fbf6-e8de-4328-9461-c629f7326923/call-singlem/SRR4026198.singlem.json.gz	SRR4026198
SRR4026199	10	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/10985087-9375-47a6-a0c0-12db00eabb3f/call-singlem/SRR4026199.singlem.json.gz	SRR4026199
SRR4026200	9	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/0bc7c3d5-bcf6-4751-a9c5-90541aa91778/call-singlem/SRR4026200.singlem.json.gz	SRR4026200
SRR4026201	9	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/7ebfecd9-2137-48df-b662-255a3cc1e960/call-singlem/SRR4026201.singlem.json.gz	SRR4026201
SRR4026202	8	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/45936e35-14c9-4ac8-9d5c-f31e185021fd/call-singlem/SRR4026202.singlem.json.gz	SRR4026202
SRR4026203	8	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/c22a525e-51dd-474b-9824-400ffc730568/call-singlem/SRR4026203.singlem.json.gz	SRR4026203
SRR4026205	9	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/5e863ab8-73f2-41b7-8bcb-faaa3c53b59d/call-singlem/SRR4026205.singlem.json.gz	SRR4026205
SRR4026206	9	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/a155331e-efb7-41df-9459-e6852428957b/call-singlem/SRR4026206.singlem.json.gz	SRR4026206
SRR4026207	12	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/70aed3f9-643e-498c-baaa-739ffef09763/call-singlem/attempt-2/SRR4026207.singlem.json.gz	SRR4026207
SRR4026209	12	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/2305668e-45e0-4122-a039-4e2d643055a8/call-singlem/attempt-3/SRR4026209.singlem.json.gz	SRR4026209
SRR4027028	8	gs://fc-e68b90c4-861d-4507-8118-e88d1e871567/f243324e-8497-4a3b-be2f-7309866a85dd/SingleM_SRA/2ed9ba23-fca5-43cd-83e1-b2d7fce9c669/call-singlem/SRR4027028.singlem.json.gz	SRR4027028
